date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Mon Sep 16 2019 20:25:13 GMT-0700 (Pacific Daylight Time), Staff Engineer,"San Diego, CA",Former Employee ,Staff Engineer,I worked at Qualcomm full-time for more than 8 years,,"location, smart engineering, san diego",growth is an issue as you progress,,5.0,3.0,4.0,,,
Mon Nov 11 2019 12:20:34 GMT-0800 (Pacific Standard Time),,,Current Employee ,Design Engineer,I have been working at Qualcomm full-time,,Good Benefits except for the base,Less base than other companies.,,4.0,,,,,
Fri Nov 08 2019 13:47:35 GMT-0800 (Pacific Standard Time), Director of Engineering,"San Diego, CA",Former Employee ,Well stabilized Organization,I worked at Qualcomm full-time for more than 10 years,,"Innovation, Leadership, Technology and opportunities","Highly competitive. Silos, cost and project redundancies",,5.0,,,,,
Sat Nov 09 2019 00:40:37 GMT-0800 (Pacific Standard Time), Staff Engineer,"San Diego, CA",Current Employee ,Bright Teammates,I have been working at Qualcomm full-time for more than 5 years,,Very smart colleagues. to work with,Work pressure is pretty high.,,5.0,3.0,5.0,5.0,4.0,3.0
Wed Nov 06 2019 11:09:32 GMT-0800 (Pacific Standard Time), Senior Technical Writer,"San Diego, CA",Former Employee ,The greatest employer for many many years; but things have definitely changed.,I worked at Qualcomm full-time for more than 10 years,,On-site gyms & cafe. Bi-annual reviews w/ possible bonuses/raises. Industry leading technology. Flex hours.,Constantly defending against law suits. Substantial budget cutbacks & fear of layoffs.,"Diversify product offerings. Renegotiate royalty structure once and for all, to avoid constant legal battles.",4.0,5.0,5.0,5.0,5.0,3.0
Tue Nov 05 2019 08:02:26 GMT-0800 (Pacific Standard Time), Senior Staff Engineer,"San Diego, CA",Former Employee ,Used to be great place to work at,I worked at Qualcomm full-time for more than 5 years,,Leading technology in some area,Politics among teams prevents collaboration,,4.0,4.0,3.0,4.0,4.0,3.0
Mon Nov 04 2019 09:16:15 GMT-0800 (Pacific Standard Time), Engineering Manager,"Bridgewater, NJ",Former Employee ,"Good place to work, may not be good in the long term",I worked at Qualcomm full-time for more than 10 years,,"Great people, good pay, good benefits.
Work/Life Balance is left up to the employees.","If there's a layoff the workers go first, upper level managers go last.",Consider laying yourselves off before the workers.,4.0,4.0,4.0,3.0,5.0,3.0
Thu Oct 31 2019 09:25:30 GMT-0700 (Pacific Daylight Time), Intern,,Former Employee ,Intern at Qualcomm,I worked at Qualcomm part-time for less than a year,,It was a great company to work for.,"No complaints, it was a great experience.",,5.0,,,,,
Wed Nov 13 2019 13:50:01 GMT-0800 (Pacific Standard Time)," Salary Not High Enough, Bonus Not Much","San Diego, CA",Current Employee ,salary not enough,I have been working at Qualcomm full-time for more than 3 years,,ok to work for.. good people,"salary not high enough, bonus not much",increase salary,3.0,3.0,2.0,3.0,2.0,3.0
Sun Oct 27 2019 08:05:48 GMT-0700 (Pacific Daylight Time),,"San Diego, CA",Former Employee ,Principal Financial Analyst,I worked at Qualcomm full-time for more than 8 years,,"A company that cares about their finance organization and provides all the right systems and tools to do your job efficiently and effectively. Lots of onsite perks including several on campus gym facilities. Excellent compensation and bonuses if you succeed in your role. Lots of room to grow inside your current business area or even outside through rotating within the company. Very bright, innovative people to work with.",Many layoffs over the course of several years,,4.0,3.0,5.0,5.0,5.0,5.0
Fri Oct 25 2019 13:49:30 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Great company,I have been working at Qualcomm full-time,,Everything was great. I enjoyed it,None I can think of,Keep doing good,5.0,5.0,5.0,5.0,5.0,
Wed Oct 23 2019 20:32:39 GMT-0700 (Pacific Daylight Time), Engineer,"San Diego, CA",Current Employee ,Fun and Boring at the same time,I have been working at Qualcomm full-time for less than a year,1,"Good pay for San Diego
Lunch Meetings have free food for my team
Great learning for new grad - managers give you lots of time to learn
It's in San Diego","Close to 0 RSU
Salary is alright but there's a lot of better companies
Workload can be a lot
Night meetings with Bangalore once in a while",If you expect the best product you can't just pay ok or good salary,4.0,3.0,4.0,4.0,3.0,4.0
Fri Nov 08 2019 22:21:16 GMT-0800 (Pacific Standard Time), Marketing,,Former Employee ,One trick pony,I worked at Qualcomm full-time for more than 3 years,,Sweet spot of the cellular market,CEO has no skill nor vision for acquisition to expand the company,,3.0,3.0,2.0,3.0,3.0,1.0
Mon Oct 21 2019 11:52:32 GMT-0700 (Pacific Daylight Time),,"New York, NY",Former Employee ,good you must try,I worked at Qualcomm part-time for more than a year,,"free life
no worries
high salary package",no i coudlnt find yet,,4.0,4.0,4.0,4.0,4.0,4.0
Tue Nov 05 2019 00:49:04 GMT-0800 (Pacific Standard Time), Staff Engineer,,Former Employee ,Good benefits,I worked at Qualcomm full-time,,"Good benefits, work-life balance and good opportunities in SD",Lots of folks seem jaded,"Get non-technical, poor people skilled managers out of the way to get the best out of the engineers",3.0,4.0,4.0,4.0,4.0,3.0
Mon Oct 21 2019 08:18:06 GMT-0700 (Pacific Daylight Time), IT Analyst,"Boston, MA",Former Employee ,Good Company,I worked at Qualcomm full-time for more than a year,,opportunities for success and improvement,management was slow reacting generally,I enjoyed all your help.,4.0,5.0,5.0,4.0,4.0,4.0
Fri Nov 01 2019 14:05:44 GMT-0700 (Pacific Daylight Time), Senior Program Manager,"San Diego, CA",Current Employee ,Too big and ruthless senior management,I have been working at Qualcomm full-time for more than 3 years,,"Good Benefits, health plan, work spaces","Too many levels of management 
Environment is too political",,3.0,3.0,2.0,4.0,4.0,2.0
Wed Oct 09 2019 17:05:57 GMT-0700 (Pacific Daylight Time), Staff Engineer,"San Diego, CA",Former Employee ,Good work-life balanced,I worked at Qualcomm full-time for more than 5 years,,Good work-life balanced. Not much pressure.,Relatively lower salary. Caring Wall Street's feeling much more than their engineers' feeling.,,4.0,5.0,3.0,3.0,2.0,4.0
Wed Oct 09 2019 22:19:35 GMT-0700 (Pacific Daylight Time), Principal Engineering Manager,,Current Employee ,good company,I have been working at Qualcomm full-time for more than 10 years,,Interesting projects when you are in the right group at the right time.,Most groups are too top heavy.,Keep your technical people occupied with interesting projects.,4.0,4.0,3.0,4.0,4.0,2.0
Tue Oct 15 2019 12:11:20 GMT-0700 (Pacific Daylight Time), Staff IT Project Manager,"San Diego, CA",Former Employee ,"Lost their way in terms of investing in employees, loyalty, and best places to work at",I worked at Qualcomm full-time for more than 5 years,1,Fortune-100 environment with lots of skill expansion opportunities,Too many legal battles around the world took its toll on Q's values. Even the best are dispensable due to the allure of off-shoring in the face of financial crunch to pay legal bills.,Get new management,3.0,3.0,1.0,3.0,3.0,1.0
Thu Nov 07 2019 23:09:42 GMT-0800 (Pacific Standard Time), Engineer,"San Jose, CA",Current Employee ,Engineer,I have been working at Qualcomm full-time for more than 3 years,,Flex-time off policy and some smart engineers,"Talent isn’t appreciated in this company at all. It’s a very political place, with a lot of political power given to directors of groups. So if your director is good, you can get better salary, better bonuses and timely promotions.
If your director isn’t good, good luck getting promoted even to senior engineer (btw promotion = 10k salary increase, which is way too small).

If you are in remote site (not in SD that is), good luck with finding opportunities for career growth within the company. Utterly disgraceful management, with loads of VPs reporting each other, who do nothing valuable for growth of this company. Upper management doesn’t really care for even basic needs of engineers (like monumental pay increase, creating work-friendly environment). Review system is biased and managers don’t really care about third party opinions (why even take them, if you don’t care about them?)

There are better companies out there. Avoid like plague.","Value your employees. Typically engineers. They are the ones who fill your pockets and make you filthy rich. Pay them well. Assist them in their personality development and career growth (typically at remote sites) and most importantly, stop making the place a political ground.",1.0,2.0,3.0,1.0,1.0,1.0
Tue Oct 01 2019 13:15:36 GMT-0700 (Pacific Daylight Time), Software Engineer(Internship),,Current Employee ,"Great company, beautiful city, and awesome mentorship",I have been working at Qualcomm full-time,,"San Diego! Tons of the engineers go surfing at lunch, you get great housing in La Jolla. Everyone I met was really welcoming, and always willing to help. Interns get real projects, so you feel like you're contributing a meaningful way to the company.","None, there were tons of perks and company events throughout the summer around San Diego.",,5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 16 2019 09:32:29 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Poor TC. Smart people are leaving/already left. Quality of new hires is low.,I have been working at Qualcomm full-time for more than a year,,Work life balance is good.,"Work is not challenging.
Low TC.",Reward people who actually do the work.,2.0,4.0,3.0,3.0,2.0,3.0
Fri Oct 11 2019 07:40:55 GMT-0700 (Pacific Daylight Time), Senior Software Systems Test Engineer,"San Diego, CA",Former Employee ,Work is good but a very Toxic culture,I worked at Qualcomm full-time for more than 5 years,2," Work is good, Lot to learn, people are dedicated and hardworking
- you get a lot of material to help you 
- Tuition reimburse
- Lot of training to choose from
- ESPP program and bonus at year end"," Politics Politics Politics !!
- Toxic work culture [not generic][specific to the org I was working ]
- Totally Biased towards certain groups/factions 
- Most of the times, work is randomly assigned and deadlines are given to unnecessarily pressurize you, while it is clearly not relevant .. There will be pressure almost every week, but at the end of the year .. you will ask yourself why the hell, what did I achieve ? 
- No transparency , Low morale 
- work life balance is not encouraged 
- No-one cares, you feel merely a number 
- Low Base pay, but probably something is being addressed ,",None !! A lot of Climate surveys were given .. Nothing changes so best is to move on,3.0,3.0,1.0,5.0,4.0,2.0
Sun Sep 29 2019 22:25:17 GMT-0700 (Pacific Daylight Time), Program Manager,,Current Employee ,Program Manager,I have been working at Qualcomm full-time for more than 3 years,,Good company to work with,Work life balance is not good,No advice as such to mgmt,4.0,,,,,
Sat Sep 28 2019 22:47:44 GMT-0700 (Pacific Daylight Time), Senior Staff Engineer,"San Diego, CA",Former Employee ,Worked for four years at San Diego,I worked at Qualcomm full-time for more than 3 years,,Largest company in San Diego,Not a lot of other opportunities in San Diego,,4.0,,,,,
Fri Sep 27 2019 12:43:07 GMT-0700 (Pacific Daylight Time), Senior Manager,,Current Employee ,Great to work,I have been working at Qualcomm full-time for more than 8 years,,Work ethics are great. lot of great folks to work with,Work life balance is difficult to achieve,,4.0,,,,,
Wed Sep 25 2019 13:20:58 GMT-0700 (Pacific Daylight Time), Principal Software Engineer,"New Brunswick, NJ",Former Employee ,Decent Company,I worked at Qualcomm full-time for more than a year,,"Smart people, good benefits for Principals and above","coffee... it was great until they went to these automated coffee vending machines. Aside from it being crap, they some ungodly reason they limited the serving sizes. Why would you limit coffee to your engineers!!!",,4.0,3.0,3.0,4.0,3.0,3.0
Tue Oct 08 2019 16:26:48 GMT-0700 (Pacific Daylight Time), Material Handler,,Former Employee ,Good place to work,I worked at Qualcomm full-time for more than 3 years,,Always work to do each day,Temps will usually remain temps,,3.0,,,,,
Tue Oct 08 2019 19:15:30 GMT-0700 (Pacific Daylight Time), Senior Director,,Former Employee ,Hey now,I worked at Qualcomm full-time for more than 3 years,,"Hey now, hey now, hey....",Need leaders with business experience,,3.0,,,,,
Mon Sep 23 2019 17:09:57 GMT-0700 (Pacific Daylight Time), Senior Systems Engineer,"San Diego, CA",Current Employee ,Good place to work,I have been working at Qualcomm full-time for less than a year,,Good work culture and team,Salary growth is slower than most companies,,5.0,4.0,4.0,4.0,5.0,3.0
Sat Sep 21 2019 16:43:17 GMT-0700 (Pacific Daylight Time), Hardware Engineer,,Former Employee ,Good place to work,I worked at Qualcomm full-time,,Good enviornment. And manager is nice,Not flexible to change project,,4.0,4.0,4.0,4.0,4.0,4.0
Sat Sep 21 2019 21:19:55 GMT-0700 (Pacific Daylight Time), Staff Software Engineer,,Former Employee ,"Overall, great company to work for",I worked at Qualcomm full-time for more than 8 years,,"Ample learning opportunities, spacious office space, lots of perks, rewarded for performance, latest and greatest technology, competency.","Political environment, difficult to get work-life balance, high pressure work environment.",,4.0,2.0,4.0,4.0,3.0,3.0
Sun Sep 22 2019 10:17:00 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,,Former Employee ,Good work life balance,I worked at Qualcomm full-time for more than a year,,Good work life balance. San diego is an amazing city to live in.,Limited career growth. Management is not that good. A lot of talents choose to leave.,,4.0,,,,,
Tue Sep 17 2019 16:58:00 GMT-0700 (Pacific Daylight Time), Senior Design Engineer,"San Diego, CA",Current Employee ,Work-life balance over salary,I have been working at Qualcomm full-time for more than a year,1,"Great work-life balance at entry-level. You get to work with the best of the best when it comes to IC design. Work hours are reasonable, and I rarely see anyone being too stressed about work hours at least in IC design team.","As you become more senior and lead a project, you need to have meetings with other parts of the world and often times, this means meeting at 10 pm. Also, the amount of meetings that managers have is often quite a lot which led many senior staff level engineers to quit and move to other companies.

Also, total compensation package is not very competitive compared to the competitors. This also often causes staff and senior staff engineers to quit and seek for better compensation.

Overall, a great company to learn the trade then move onto the better paying company.","Pay your employees better. Otherwise, they all leave and you're only left with people that have no other options.",4.0,5.0,5.0,5.0,2.0,2.0
Tue Oct 01 2019 12:28:19 GMT-0700 (Pacific Daylight Time), Principal Software Engineer,"San Diego, CA",Former Employee ,"A strong Technology company, but of the past",I worked at Qualcomm full-time for more than 10 years,1,Great location. Sunny San Diego,"Lost the Engineering edge, no more R&D. 
Upper Management is not quite as strong. They are still riding on the coat tails of previous success from 20yrs ago. WWAN modem remains to be the only unique strength of the Company.
Employee rewards has fostered only the Average Technical contributions. Definition of Strong Technical Contributions has been replaced by Large volumes of mundane work.",In my opinion Upper Management in the C-lvl required some shake up. A fresh air is needed to do a bit of over-haul in the Engineering Vision.,3.0,3.0,3.0,3.0,3.0,1.0
Wed Sep 25 2019 19:39:23 GMT-0700 (Pacific Daylight Time), Principal Software Engineering Manager,"San Diego, CA",Current Employee ,In limbo,I have been working at Qualcomm full-time for more than 10 years,3,"Great location, challenging high-tech work, smart engineers","Constant death march to deadlines, aimless product management, constant litigation",,3.0,2.0,2.0,4.0,3.0,2.0
Tue Sep 17 2019 07:40:33 GMT-0700 (Pacific Daylight Time), Senior Engineer,,Current Employee ,Senor Software engineer with Qualcomm,I have been working at Qualcomm full-time,,Flexible timings and good work culture,Project deadlines are pretty hectic,,4.0,,,,,
Sat Sep 14 2019 19:32:23 GMT-0700 (Pacific Daylight Time), Director,,Former Employee ,Great engineering team,I worked at Qualcomm full-time for more than 5 years,,Great development infrastructure and engineering support,"Politics, specially form the old timers",,4.0,4.0,4.0,4.0,4.0,3.0
Wed Sep 11 2019 19:26:04 GMT-0700 (Pacific Daylight Time), Senior Systems Engineer,"San Diego, CA",Current Employee ,Good but not great,I have been working at Qualcomm full-time for more than a year,1," Innovative approaches
- Supports new ideas
- Good health benefits
- Decent performance bonus options
- Location (San Diego)"," Poor management
- Poor work-life balance
- Overall compensation and base salary are lower than the market",,4.0,1.0,4.0,4.0,3.0,1.0
Thu Sep 12 2019 12:34:35 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,good,I have been working at Qualcomm full-time for less than a year,,company has great work culture,san diego is very expensive,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Sep 12 2019 17:16:31 GMT-0700 (Pacific Daylight Time), DV Engineer,,Current Employee ,excellent place to work at,I have been working at Qualcomm part-time for less than a year,,good work environment. healthy work culture,no cons as such. all good,,5.0,5.0,5.0,5.0,5.0,
Thu Sep 12 2019 20:45:54 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"San Diego, CA",Current Employee ,Big company,I have been working at Qualcomm full-time for more than 8 years,,"Competitive compensation, decent AC in most buildings for the climate",Not a great place to get experience for young engineers.,,4.0,4.0,3.0,4.0,4.0,4.0
Wed Sep 11 2019 14:28:19 GMT-0700 (Pacific Daylight Time), Principal Engineer,"San Diego, CA",Current Employee ,Qualcomm is a great place to work if you have a thick skin and like working at the cutting edge.,I have been working at Qualcomm full-time for more than 5 years,,Excellent location; decent management; good benefits,Poor work-life balance; Late-night calls.,,5.0,2.0,4.0,5.0,5.0,4.0
Wed Sep 11 2019 14:44:01 GMT-0700 (Pacific Daylight Time), Modem Firmware Developer,"San Diego, CA",Former Employee ,great company to work for !,I worked at Qualcomm full-time for more than a year,,work-life balance and company benefits are good. So many talented people working together. I also liked the San Diego location !,"Politics sometimes play a big role in your work life there, specially depending on for which team and manager you are working.",Great company ! Keep up the good work,4.0,4.0,3.0,4.0,4.0,3.0
Wed Sep 11 2019 23:55:17 GMT-0700 (Pacific Daylight Time),,"San Diego, CA","Software Engineer in San Diego, CA",Good place to work,I have been working at Qualcomm,,"good scope for learning opportunities, Good benifits,","Sonetime work life balance hard to maintain, salary increment is not grat",,4.0,,,,,
Tue Sep 24 2019 23:41:43 GMT-0700 (Pacific Daylight Time), Staff Engineer,"San Diego, CA",Current Employee ,Good place,I have been working at Qualcomm full-time for more than 8 years,,"Great Technical growth
Good benefits and compensation",Work life balance difficult to manage,,3.0,3.0,4.0,3.0,4.0,2.0
Mon Sep 09 2019 23:52:01 GMT-0700 (Pacific Daylight Time), Manager,"Walnut, CA",Current Employee ,Good,I have been working at Qualcomm full-time for more than 3 years,,Good and stuff is good for ever,Bad in that you have to make sure that stuff isn’t that bad,,4.0,5.0,5.0,5.0,5.0,5.0
Thu Sep 19 2019 01:07:47 GMT-0700 (Pacific Daylight Time), Senior Staff Engineer,"San Diego, CA",Former Employee ,Management out of touch with engineer,I worked at Qualcomm full-time for more than 5 years,2,"Life work balance, good cubicle",Jobs are moving out of US.,Get your VPs to know engineer better,3.0,5.0,2.0,3.0,4.0,2.0
Sat Sep 07 2019 15:39:06 GMT-0700 (Pacific Daylight Time), Engineer,,Current Employee ,n/a,I have been working at Qualcomm full-time for less than a year,,"Great people, work-life balance, good benefits",Didn't find any cons yet,,5.0,,,,,
Sat Sep 07 2019 20:45:20 GMT-0700 (Pacific Daylight Time), Financial Analyst,,Former Employee ,Good Company for self-cultivation,I worked at Qualcomm full-time for more than a year,,"High working speed, nice working environment and coworkers, a lot room for studying and improvement",Sometimes stressful. Multi-working skills needed.,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Sep 04 2019 18:50:45 GMT-0700 (Pacific Daylight Time), Staff Software Engineer,"Santa Clara, CA",Current Employee ,Good company,I have been working at Qualcomm full-time for more than 5 years,,"Nice people
Open environment 
Excellent projects",Health care is not good.,"Health care must be improved
Healthy snacks should be offered",4.0,4.0,4.0,5.0,3.0,3.0
Thu Aug 29 2019 11:20:20 GMT-0700 (Pacific Daylight Time), Analyst,,Former Employee ,Good,I worked at Qualcomm full-time,,Great team great boss loved it,Better management better work too,,4.0,4.0,4.0,4.0,4.0,4.0
Wed Aug 28 2019 22:48:21 GMT-0700 (Pacific Daylight Time), Principal Engineer,"San Diego, CA",Current Employee ,Great place to work with a lot of innovation,I have been working at Qualcomm full-time for more than 10 years,,Qualcomm is great place to work. It is full of smart people. Open door policy promotes a cooperative atmosphere.,Compensation compared with companies such as FANG may be weak.,,5.0,,,,,
Tue Aug 27 2019 12:08:29 GMT-0700 (Pacific Daylight Time), Senior Staff Engineer,,Former Employee ,Overall a good company to work for,I worked at Qualcomm full-time,,"Stable industry, high profit margin. The job should be secure once get in. Diverse technology areas you can learn if transferring inside.",The company is too large. Decision making is slow. A lot of Politics . Some teams require lot of overtime work.,,4.0,3.0,3.0,5.0,5.0,4.0
Sun Sep 08 2019 08:51:03 GMT-0700 (Pacific Daylight Time), Principal Engineer,"San Diego, CA",Former Employee ,Great place to work with tons of opportunities.,I worked at Qualcomm full-time for more than 10 years,1,"Multitude of projects to choose from, benefits, great people!",The company does have some bureaucracy...,Reduce the bureaucracy for engineers...,3.0,3.0,4.0,4.0,4.0,3.0
Fri Sep 06 2019 19:19:57 GMT-0700 (Pacific Daylight Time), Staff Quality Engineer,"San Diego, CA",Former Employee ,Staff Quality Engineer,I worked at Qualcomm full-time for more than 8 years,,Lots of learning opportunities at the Q.,"Poor benefits, not what it used to be. Poor management.",,3.0,3.0,4.0,2.0,2.0,1.0
Fri Aug 23 2019 08:02:25 GMT-0700 (Pacific Daylight Time), Senior ASIC Design Engineer,"San Diego, CA",Current Employee ,Cutting edge,I have been working at Qualcomm full-time for more than 3 years,,The work is outstanding. Lots of opportunities for career development. Good perks.,Long hours and competitive. Pay is slightly lower.,,5.0,4.0,5.0,5.0,4.0,4.0
Fri Sep 06 2019 08:14:30 GMT-0700 (Pacific Daylight Time), Test Technician,"San Diego, CA",Current Employee ,Great Potential,I have been working at Qualcomm full-time for less than a year,,Exiting High tech that is changing the world,"Leads and Managers need to improve people skills, stop the micromanagement mentality, Compensation is very low,","Everyone in a lead position should be sent to management school mandatory, The Qualcomm campus has everything even a pool but there is no time to enjoy because of schedules.",3.0,2.0,2.0,3.0,2.0,2.0
Wed Aug 21 2019 22:27:13 GMT-0700 (Pacific Daylight Time), Senior Engineer,"San Diego, CA",Former Employee ,Good company,I worked at Qualcomm full-time for more than 8 years,,"Benefit: Health/Dental/Vision insurance, HSA, charity match
Compensation: Salary/Bonus/ESPP/RSU/patent bonus
Interesting technology
San Diego is a very nice city","Leadership vision: It is a hardware company and doesn't know how to do SW well, missed many opportunity on SW side.
Lack of understanding of end users. Company is technology focus.
Slow execution, especially on expanding beyond core technologies.",Looking beyond core business and current adjacent business. Competition is catching up very quickly.,4.0,4.0,3.0,3.0,4.0,2.0
Mon Sep 02 2019 22:39:04 GMT-0700 (Pacific Daylight Time), Senior Member of Technical Staff,,Current Employee ,Hardware engineer,I have been working at Qualcomm full-time for more than 5 years,1,Good technology company to work,Too much bureaucracy in the management,,3.0,1.0,2.0,3.0,4.0,2.0
Sat Aug 17 2019 10:49:27 GMT-0700 (Pacific Daylight Time), Engineer,,Current Employee ,Still hope,I have been working at Qualcomm full-time for more than 10 years,1,"Great benefits despite how much people complain about them (compensation not competitive though), challenging work, smart colleagues.",Leadership has a terrible time making decisions. Our CEO changes his mind on a daily basis and is proud of the fact that he's never had any leadership training (it shows). Execs are also extremely out of touch and have lost any focus on employees which used to be the source of our great culture.,"Listen, really listen, to employees about their experiences working here. Don't just listen to the same people you surround yourself with who tell you what you want to hear. Keep leaders accountable for treating employees well and being good managers. You lead by example and set the tone from the top so not much will change if you don't.",4.0,2.0,3.0,4.0,3.0,1.0
Sun Aug 18 2019 14:44:20 GMT-0700 (Pacific Daylight Time), Senior Staff Engineer,"San Diego, CA",Current Employee ,"Challenging work, lots of work",I have been working at Qualcomm full-time for more than 8 years,,Exciting technology and fast paced,Too faced paced at times. Poor work life balance,,4.0,1.0,2.0,3.0,3.0,2.0
Thu Aug 29 2019 15:07:33 GMT-0700 (Pacific Daylight Time), Senior Staff Engineer,"San Diego, CA",Former Employee ,Good while it lasted,I worked at Qualcomm full-time for more than 10 years,2,Relatively stable employment in sunny San Diego!,Ugly politics and in-fighting in the last years.,,2.0,,,,,
Thu Aug 29 2019 16:50:38 GMT-0700 (Pacific Daylight Time), Staff Technical Training Specialist,"San Diego, CA",Former Employee ,Great Benefits; Great Pay; Lots of Office Politics,I worked at Qualcomm full-time for more than 8 years,1,"Amazing benefits and pay. Your level of satisfaction will depend on the manager you get who can defend your turf, give you the tools you need to do your job, and keep away the distractions/useless meetings. (Keep in mind there are multiple divisions at Qualcomm and each division is different.)","SO much politics and political correctness. When did it become ""bad"" to say what you mean when you are just trying to help the company achieve its goals?",Walk around and talk to the people who are doing the work. Don't just guide the company based on what the managers are saying.,2.0,2.0,3.0,5.0,5.0,2.0
Thu Aug 15 2019 17:03:23 GMT-0700 (Pacific Daylight Time), Principal Engineer,"San Jose, CA",Former Employee ,Great company,I worked at Qualcomm full-time for less than a year,,"Technology driven management, Great benefits, Friendly people.","Hierarchical, consensus based decision making.",,4.0,4.0,5.0,4.0,5.0,4.0
Sat Sep 14 2019 14:09:54 GMT-0700 (Pacific Daylight Time), Region Sales Manager,,Former Employee ,not suitable for fine people,I worked at Qualcomm full-time for more than 5 years,1,The hiring bar for China branch is pretty low.,"full of low achievers, poor management and communication to the HQ, serious sexual harassment",,1.0,4.0,1.0,2.0,3.0,1.0
Thu Aug 22 2019 08:11:19 GMT-0700 (Pacific Daylight Time), Vice President,,Former Employee ,Needs Diversity,I worked at Qualcomm full-time,1,"Opportunities to work on interesting projects and incredible technology,",Culture grew to be aggressive and combative.,,3.0,3.0,1.0,3.0,4.0,1.0
Tue Aug 06 2019 07:08:52 GMT-0700 (Pacific Daylight Time), Senior Staff Engineer,"San Diego, CA",Current Employee ,Many opportunities to learn,I have been working at Qualcomm full-time for more than 10 years,1,Many opportunities to learn various things,Many tech areas are moving to CH/India.,,4.0,4.0,4.0,4.0,4.0,4.0
Mon Aug 05 2019 11:17:17 GMT-0700 (Pacific Daylight Time), Senior Staff Engineer,"San Diego, CA",Current Employee ,Good tech company,I have been working at Qualcomm full-time for more than 5 years,,Very strong technical resource and works to improve your technical knowledge,Market is not as good as before,Hopeful cooperate and remove the walls inter department and between VP and engineers,4.0,3.0,3.0,5.0,3.0,2.0
Tue Jul 30 2019 14:06:24 GMT-0700 (Pacific Daylight Time), Staff Engineer,,Current Employee ,Great company,I have been working at Qualcomm full-time,,"Great research, Great ideas, great passion, flexible timing, Good life-work balance","I can't see any Cons except the food, they need to improve food court",,5.0,,,,,
Mon Sep 02 2019 14:15:34 GMT-0700 (Pacific Daylight Time), Director,,Former Employee ,Stay away if possible,I worked at Qualcomm full-time for more than 8 years,1,Very good compensation. Good benefits,"Poor Management right till the top. Ineffective leadership. Corruption, Nepotism to the top.",Get rid of your mid level to senior management and replace it with fresh new blood who are not tainted with QC politics.,1.0,4.0,1.0,1.0,5.0,1.0
Tue Aug 06 2019 15:12:04 GMT-0700 (Pacific Daylight Time)," Staff, Human Resources Representative","San Diego, CA",Current Employee ,Meh,I have been working at Qualcomm full-time for more than 8 years,1,People are great to work with and great benefits compared to most in San Diego.,No Leadership and inconsistent practices among HR.,,3.0,3.0,3.0,2.0,4.0,1.0
Wed Jul 24 2019 14:08:07 GMT-0700 (Pacific Daylight Time), Principal Engineer,,Current Employee ,Great company,I have been working at Qualcomm full-time for more than 10 years,,Great people to work with and great technology,Compensation and fierce competition in this sector,,5.0,3.0,4.0,5.0,3.0,4.0
Mon Jul 22 2019 10:56:39 GMT-0700 (Pacific Daylight Time), Project Analyst,"San Diego, CA",Former Employee ,Project Analyst,I worked at Qualcomm full-time for more than 10 years,,coworkers are talented. cutting edge technology,"long hours , little growth for non engineer",pay support staff better,4.0,2.0,4.0,3.0,3.0,2.0
Sun Aug 04 2019 09:39:05 GMT-0700 (Pacific Daylight Time), Senior Software Systems Test Engineer,"San Diego, CA",Current Employee ,"New Technology, talented people in some R& D groups.",I have been working at Qualcomm full-time for more than 3 years,1,"Location- San Diego is good , latest technology areas.",talented people are leaving due to lack of motivation.,,3.0,3.0,3.0,3.0,3.0,2.0
Thu Jul 18 2019 16:35:45 GMT-0700 (Pacific Daylight Time), Key Holder,,Former Employee ,Not Bad,I worked at Qualcomm full-time,,Good Pay and good environment,Management was not the strongest sadly,,5.0,,,,,
Thu Jul 18 2019 22:10:06 GMT-0700 (Pacific Daylight Time), Recruiter,,Former Employee ,Great Company,I worked at Qualcomm full-time for more than 3 years,,The Smartness of the Qualcomm way,None. Qualcomm was the best company,,5.0,5.0,5.0,5.0,5.0,3.0
