"jobTitle","meanPay","Range"
"Manager Sales","$63,969/yr","Range: $62K - $67K"
"Senior Finance Analyst","$81,668/yr","Range: $79K - $84K"
"Technical Expert","$144,031/yr","Range: $138K - $149K"
"Financial Systems Analyst","$76,241/yr","Range: $73K - $79K"
"Financial Analyst - Hourly Intern","$20/hr","Range: $20 - $21"
"Senior Software Engineer/Architect","$136,739/yr","Range: $130K - $143K"
"Product Marketing Analyst","$71,792/yr","Range: $68K - $75K"
"Innovation Manager","$95,000/yr","Range: $91K - $98K"
"Technical Marketing Program Manager - Monthly","$10,032/mo","Range: $10K - $10K"
"Devops Engineer","$94,411/yr","Range: $90K - $99K"
"Contract Specialist","$59,424/yr","Range: $57K - $62K"
"Research Engineer","$127,431/yr","Range: $123K - $132K"
"Hardware Engineer V","$104,482/yr","Range: $100K - $109K"
"Mechanical Engineer - Hourly","$32/hr","Range: $30 - $33"
"IT Technician - Hourly","$13/hr","Range: $12 - $13"
"Data Scientist","$105,000/yr","Range: $100K - $109K"
"Senior UX Designer","$159,125/yr","Range: $153K - $165K"
"PeopleSoft Developer","$103,371/yr","Range: $98K - $107K"
"IPhone Software Developer","$138,456/yr","Range: $133K - $144K"
"Electrical Engineer - Monthly","$7,357/mo","Range: $7K - $8K"
"Firmware Engineer - Hourly","$25/hr","Range: $24 - $26"
"Marketing Manager - Contractor","$54,085/yr","Range: $52K - $56K"
"Information Technology Director","$194,897/yr","Range: $185K - $203K"
"Scrum Master","$144,763/yr","Range: $139K - $150K"
"Corporate Communications - Hourly Intern","$25/hr","Range: $24 - $26"
"Counsel","$176,403/yr","Range: $170K - $184K"
"Electrical Engineering - Hourly Intern","$26/hr","Range: $25 - $27"
"Supplier Quality Engineer","$113,790/yr","Range: $109K - $117K"
"Team Lead","$153,203/yr","Range: $148K - $159K"
"Strategic Business Development","$144,113/yr","Range: $139K - $150K"
"Graphic Designer - Hourly","$20/hr","Range: $19 - $21"
"Project Manager - Hourly Contractor","$36/hr","Range: $34 - $37"
"Tech Support - Contractor","$61,251/yr","Range: $59K - $64K"
"Senior Mechanical Engineer","$110,000/yr","Range: $105K - $115K"
"Communications Strategist","$140,774/yr","Range: $136K - $146K"
"Business Intelligence Analyst - Hourly","$24/hr","Range: $23 - $25"
"Software Engineer - Hourly Contractor","$38/hr","Range: $37 - $40"
"Senior Engineer/Scientist, Research Engineer","$148,045/yr","Range: $143K - $155K"
"Cyber Security Architect","$163,553/yr","Range: $156K - $171K"
"Senior Business Development Manager","$193,073/yr","Range: $184K - $203K"
"Supply Chain Operations Manager","$125,399/yr","Range: $119K - $131K"
"Quality Assurance Analyst - Hourly","$20/hr","Range: $19 - $21"
"Software Engineer III","$86,772/yr","Range: $83K - $90K"
"Lead Developer","$90,137/yr","Range: $87K - $93K"
"Key Account Manager","$101,085/yr","Range: $98K - $105K"
"Software QA Engineer","$115,390/yr","Range: $111K - $121K"
"Senior Director","$204,557/yr","Range: $195K - $214K"
"Commodity Manager","$70,055/yr","Range: $67K - $73K"
"Human Resources Business Partner","$142,762/yr","Range: $138K - $149K"
"Firmware Engineer - Hourly Intern","$25/hr","Range: $24 - $26"
"IT Senior Manager","$157,339/yr","Range: $152K - $163K"
"Manufacturing Tech","$50,076/yr","Range: $48K - $52K"
"R&D Mechanical Engineering","$68,109/yr","Range: $65K - $71K"
"Technical Data Analyst","$90,622/yr","Range: $87K - $94K"
"Mechanical Engineer - Hourly Intern","$24/hr","Range: $23 - $25"
"Finance Program Manager","$130,153/yr","Range: $125K - $135K"
"Content Strategist - Hourly","$42/hr","Range: $40 - $43"
"ITO Service Delivery Consultant","$113,062/yr","Range: $108K - $119K"
"Linux Systems Engineer","$131,854/yr","Range: $127K - $137K"
"Strategic Alliance Manager","$133,268/yr","Range: $128K - $138K"
"Maintenance Technician - Hourly","$22/hr","Range: $21 - $23"
"Privacy Program Manager","$76,647/yr","Range: $73K - $79K"
"Field Technical Support Representative","$42,573/yr","Range: $41K - $45K"
"Senior Financial Analyst - Contractor","$77,615/yr","Range: $74K - $81K"
"Sr. Project Manager","$114,138/yr","Range: $109K - $118K"
"Intermediate Mechanical Engineer - Monthly","$3,887/mo","Range: $4K - $4K"
"User Experience Designer - Hourly Contractor","$27/hr","Range: $26 - $28"
"Engineer - Hourly Contractor","$48/hr","Range: $46 - $49"
"Chemical Technician","$56,408/yr","Range: $55K - $59K"
"R&D Manager","$191,580/yr","Range: $185K - $198K"
"Manufacturing Technician - Monthly","$2,160/mo","Range: $2K - $2K"
"Electrical Hardware - Hourly Intern","$23/hr","Range: $23 - $24"
